dtype	Disease	DiseaseID	starScore	UniprotID
JensenLab Text Mining	Sudden infant death syndrome	DOID:9007	2	P51787
JensenLab Text Mining	Timothy syndrome	DOID:0060173	1.9	P51787
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	1.7	P51787
JensenLab Text Mining	Epilepsy	DOID:1826	1.6	P51787
JensenLab Text Mining	Hypokalemia	DOID:4500	1.6	P51787
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P51788
JensenLab Knowledge GHR	Juvenile myoclonic epilepsy	DOID:4890	5	P51788
JensenLab Text Mining	Constipation	DOID:2089	1.8	P51788
JensenLab Text Mining	Dent disease	DOID:0050699	2.4	P51790
JensenLab Text Mining	Osteopetrosis	DOID:13533	1.6	P51790
JensenLab Text Mining	Myotonia congenita	DOID:2106	1.6	P51790
JensenLab Text Mining	Nephrolithiasis	DOID:585	1.5	P51790
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P51793
JensenLab Experiment DistiLD	substance-related disorder	DOID:303	1	P51793
JensenLab Text Mining	Dent disease	DOID:0050699	2.8	P51793
JensenLab Text Mining	Nephrolithiasis	DOID:585	2.1	P51793
JensenLab Text Mining	Osteopetrosis	DOID:13533	2.1	P51793
JensenLab Text Mining	Ocular albinism	DOID:0050633	1.6	P51793
JensenLab Knowledge GHR	Hypophosphatemia	DOID:0050336	5	P51795
JensenLab Knowledge GHR	Dent disease	DOID:0050699	5	P51795
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P51795
JensenLab Text Mining	Calcinosis	DOID:182	3.1	P51795
JensenLab Text Mining	Kidney disease	DOID:557	2.7	P51795
JensenLab Text Mining	Rickets	DOID:10609	2.6	P51795
JensenLab Text Mining	Oculocerebrorenal syndrome	DOID:1056	1.8	P51795
JensenLab Text Mining	Osteopetrosis	DOID:13533	1.6	P51795
JensenLab Experiment DistiLD	Congestive heart failure	DOID:6000	2	P51797
JensenLab Text Mining	Benign familial infantile epilepsy	DOID:0060169	2	P51797
JensenLab Text Mining	Neuronal ceroid lipofuscinosis	DOID:14503	1.6	P51797
JensenLab Knowledge GHR	Osteopetrosis	DOID:13533	5	P51798
JensenLab Experiment DistiLD	Osteoporosis	DOID:11476	2	P51798
JensenLab Text Mining	Dent disease	DOID:0050699	2.1	P51798
JensenLab Text Mining	Pycnodysostosis	DOID:0080038	1.9	P51798
JensenLab Text Mining	Nephrolithiasis	DOID:585	1.7	P51798
JensenLab Text Mining	Osteomyelitis	DOID:1019	1.5	P51798
JensenLab Knowledge GHR	Bartter disease	DOID:445	5	P51800
JensenLab Text Mining	Dent disease	DOID:0050699	2.3	P51800
JensenLab Text Mining	Nephrogenic diabetes insipidus	DOID:12387	1.9	P51800
JensenLab Text Mining	Renal glycosuria	DOID:9432	1.7	P51800
JensenLab Text Mining	Neurohypophyseal diabetes insipidus	DOID:12388	1.6	P51800
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	1.5	P51800
JensenLab Knowledge GHR	Gitelman syndrome	DOID:0050450	5	P51801
JensenLab Knowledge GHR	Bartter disease	DOID:445	5	P51801
JensenLab Text Mining	Hypokalemia	DOID:4500	2.7	P51801
JensenLab Text Mining	Nephrocalcinosis	DOID:12679	2.4	P51801
JensenLab Text Mining	Polyhydramnios	DOID:8488	2.4	P51801
JensenLab Text Mining	Hyperaldosteronism	DOID:446	2.2	P51801
JensenLab Text Mining	Dent disease	DOID:0050699	2.1	P51801
JensenLab Text Mining	Nephrolithiasis	DOID:585	1.9	P51801
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	1.8	P51801
JensenLab Text Mining	Chondrocalcinosis	DOID:1156	1.5	P51801
JensenLab Knowledge GHR	Ocular albinism	DOID:0050633	5	P51810
JensenLab Text Mining	Congenital nystagmus	DOID:9649	3.1	P51810
JensenLab Text Mining	Oculocutaneous albinism	DOID:0050632	2.1	P51810
JensenLab Text Mining	Megalocornea	DOID:0060305	1.6	P51810
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P51812
JensenLab Knowledge GHR	Coffin-Lowry syndrome	DOID:3783	5	P51812
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P51812
JensenLab Text Mining	Cancer	DOID:162	2	P51812
JensenLab Text Mining	Partington syndrome	DOID:14744	1.8	P51812
JensenLab Text Mining	Hemorrhoid	DOID:9746	1.6	P51812
JensenLab Text Mining	Beriberi	DOID:13725	2.3	P51813
JensenLab Text Mining	Agammaglobulinemia	DOID:2583	1.9	P51813
JensenLab Text Mining	Ariboflavinosis	DOID:8454	1.8	P51813
JensenLab Text Mining	Wernicke encephalopathy	DOID:2384	1.7	P51813
JensenLab Text Mining	Cancer	DOID:162	1.6	P51813
JensenLab Text Mining	asbestos-related lung carcinoma	DOID:7596	2.5	P51817
JensenLab Text Mining	Nodular basal cell carcinoma	DOID:4280	2	P51817
JensenLab Text Mining	FG syndrome	DOID:14711	2	P51817
JensenLab Text Mining	Chondrodysplasia punctata	DOID:2581	1.9	P51817
JensenLab Text Mining	Testicular disease	DOID:2519	1.7	P51817
JensenLab Text Mining	Polycystic kidney disease	DOID:898	1.5	P51817
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P51841
JensenLab Text Mining	Leber congenital amaurosis	DOID:14791	2.2	P51841
JensenLab Text Mining	Cone dystrophy	DOID:0050795	1.9	P51841
JensenLab Text Mining	non-syndromic X-linked intellectual disability	DOID:0050776	1.5	P51841
JensenLab Text Mining	Pyloric stenosis	DOID:12639	1.5	P51841
JensenLab Knowledge GHR	46 XY gonadal dysgenesis	DOID:14448	5	P51843
JensenLab Text Mining	Klinefelter's syndrome	DOID:1921	3.4	P51843
JensenLab Text Mining	Glycerol kinase deficiency	DOID:0060363	2.8	P51843
JensenLab Text Mining	Hemiplegia	DOID:10969	2.7	P51843
JensenLab Text Mining	Hypogonadism	DOID:1924	2.7	P51843
JensenLab Text Mining	Chromosome Xp21 deletion syndrome	DOID:0060427	2.5	P51843
JensenLab Text Mining	Metaphyseal dysplasia	DOID:0080019	1.9	P51843
JensenLab Text Mining	Cancer	DOID:162	1.8	P51843
JensenLab Text Mining	Duchenne muscular dystrophy	DOID:11723	1.7	P51843
JensenLab Text Mining	Infertility	DOID:5223	1.7	P51843
JensenLab Text Mining	Azoospermia	DOID:14227	1.7	P51843
JensenLab Text Mining	Congenital adrenal hyperplasia	DOID:0050811	1.7	P51843
JensenLab Text Mining	Adenoma	DOID:657	1.6	P51843
JensenLab Text Mining	Amenorrhea	DOID:13938	1.6	P51843
JensenLab Text Mining	Addison's disease	DOID:13774	1.6	P51843
JensenLab Text Mining	Hypospadias	DOID:10892	1.6	P51843
JensenLab Knowledge UniProtKB-KW	Retinitis pigmentosa	DOID:10584	4	P51955
JensenLab Text Mining	Cancer	DOID:162	1.9	P51955
JensenLab Experiment DistiLD	Mood disorder	DOID:3324	2	P51957
JensenLab Text Mining	Meckel syndrome	DOID:0050778	2	P51957
JensenLab Text Mining	Coffin-Lowry syndrome	DOID:3783	1.7	P51957
JensenLab Knowledge UniProtKB-KW	Severe combined immunodeficiency	DOID:627	4	P52333
JensenLab Experiment COSMIC	Immune system cancer	DOID:0060083	1	P52333
JensenLab Experiment COSMIC	Lymphoid leukemia	DOID:10747	1	P52333
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P52333
JensenLab Text Mining	Cancer	DOID:162	2.2	P52333
JensenLab Text Mining	Rheumatoid arthritis	DOID:7148	1.9	P52333
JensenLab Text Mining	Polycythemia vera	DOID:8997	1.7	P52333
JensenLab Experiment DistiLD	Rheumatoid arthritis	DOID:7148	1	P52564
JensenLab Text Mining	Cancer	DOID:162	1.5	P52564
JensenLab Experiment DistiLD	Osteoporosis	DOID:11476	1	P52789
JensenLab Text Mining	Cancer	DOID:162	2.2	P52789
JensenLab Text Mining	Parkinson's disease	DOID:14330	1.8	P52824
JensenLab Text Mining	Cancer	DOID:162	2.7	P53350
JensenLab Text Mining	Transient tic disorder	DOID:2768	1.8	P53350
JensenLab Text Mining	Neutropenia	DOID:1227	1.6	P53350
JensenLab Experiment DistiLD	Cognitive disorder	DOID:1561	1	P53355
JensenLab Experiment DistiLD	Pancreatic cancer	DOID:1793	1	P53355
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P53355
JensenLab Text Mining	Cancer	DOID:162	2.5	P53355
JensenLab Knowledge UniProtKB-KW	Williams-Beuren syndrome	DOID:1928	4	P53667
JensenLab Text Mining	Cancer	DOID:162	1.8	P53667
JensenLab Text Mining	Intracranial aneurysm	DOID:10941	1.6	P53667
JensenLab Text Mining	Aortic valve stenosis	DOID:1712	1.5	P53667
JensenLab Experiment DistiLD	Kidney disease	DOID:557	1	P53671
JensenLab Experiment DistiLD	Diabetes mellitus	DOID:9351	1	P53671
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P53779
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P53779
JensenLab Text Mining	Brain ischemia	DOID:2316	2	P53779
JensenLab Text Mining	Neurodegenerative disease	DOID:1289	1.7	P53779
JensenLab Text Mining	Toxic encephalopathy	DOID:3602	1.5	P53779
JensenLab Experiment DistiLD	Bipolar disorder	DOID:3312	1	P54284
JensenLab Text Mining	Canavan disease	DOID:3613	1.9	P54284
JensenLab Knowledge GHR	Brugada syndrome	DOID:0050451	5	P54289
JensenLab Knowledge GHR	Malignant hyperthermia	DOID:8545	5	P54289
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P54289
JensenLab Text Mining	Short QT syndrome	DOID:0050793	2.2	P54289
JensenLab Text Mining	Timothy syndrome	DOID:0060173	1.6	P54289
JensenLab Text Mining	Wolff-Parkinson-White syndrome	DOID:384	1.5	P54289
JensenLab Text Mining	Mastitis	DOID:10690	1.5	P54289
JensenLab Experiment DistiLD	Asthma	DOID:2841	2	P54646
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P54646
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P54753
JensenLab Text Mining	Omphalocele	DOID:0060327	1.6	P54753
JensenLab Text Mining	Kleefstra syndrome	DOID:0060352	1.6	P54753
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P54756
JensenLab Experiment DistiLD	Acquired immunodeficiency syndrome	DOID:635	1	P54756
JensenLab Text Mining	Lyme disease	DOID:11729	3.4	P54756
JensenLab Text Mining	Acrodermatitis chronica atrophicans	DOID:0060344	2.2	P54756
JensenLab Text Mining	Relapsing fever	DOID:13034	1.9	P54756
JensenLab Text Mining	Drug psychosis	DOID:1742	1.8	P54756
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P54760
JensenLab Text Mining	Cancer	DOID:162	2	P54760
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	1	P54762
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P54762
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	1	P54764
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P54764
JensenLab Text Mining	Ureterocele	DOID:4022	1.6	P54764
JensenLab Text Mining	Amyotrophic lateral sclerosis	DOID:332	1.6	P54764
JensenLab Text Mining	Severe combined immunodeficiency	DOID:627	2.1	P54819
JensenLab Text Mining	Pancreatitis	DOID:4989	1.6	P55085
JensenLab Text Mining	Dermatitis	DOID:2723	1.5	P55085
JensenLab Text Mining	Epilepsy	DOID:1826	2.3	P55263
JensenLab Text Mining	Hypermethioninemia	DOID:0050544	2.2	P55263
JensenLab Text Mining	Adenosine deaminase deficiency	DOID:5810	2.1	P55263
JensenLab Text Mining	Interstitial cystitis	DOID:13949	2.5	P56373
JensenLab Text Mining	Migraine	DOID:6364	2.3	P56373
JensenLab Text Mining	Neurogenic bladder	DOID:12143	1.9	P56373
JensenLab Text Mining	Low compliance bladder	DOID:12144	1.6	P56373
JensenLab Text Mining	Irritable bowel syndrome	DOID:9778	1.6	P56373
JensenLab Text Mining	Pain agnosia	DOID:0060145	1.6	P56373
JensenLab Text Mining	Chronic cystitis	DOID:1680	1.5	P56373
JensenLab Text Mining	Primary ciliary dyskinesia	DOID:9562	1.5	P56597
JensenLab Knowledge GHR	Nonsyndromic deafness	DOID:0050563	5	P56696
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	2.5	P56696
JensenLab Text Mining	Epilepsy	DOID:1826	1.9	P56696
JensenLab Text Mining	Long QT syndrome	DOID:2843	1.7	P56696
JensenLab Text Mining	Motion sickness	DOID:2951	1.5	P56696
JensenLab Experiment DistiLD	Vitiligo	DOID:12306	1	P57058
JensenLab Experiment DistiLD	Schizophrenia	DOID:5419	1	P57058
JensenLab Experiment DistiLD	Type 2 diabetes mellitus	DOID:9352	1	P57058
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P57059
JensenLab Text Mining	Fibromyalgia	DOID:631	2	P57059
JensenLab Text Mining	Arthritis	DOID:848	1.9	P57059
JensenLab Text Mining	Cancer	DOID:162	1.8	P57059
JensenLab Text Mining	Tenosynovitis	DOID:970	1.6	P57059
JensenLab Text Mining	Popliteal pterygium syndrome	DOID:0060055	2.8	P57078
JensenLab Text Mining	Mesenteric lymphadenitis	DOID:10782	2	P57078
JensenLab Text Mining	Myiasis	DOID:11080	1.8	P57078
JensenLab Text Mining	Pterygium	DOID:0002116	1.6	P57078
JensenLab Text Mining	Monilethrix	DOID:0050472	1.6	P57078
JensenLab Text Mining	Atypical autism	DOID:0060042	1.6	P57078
JensenLab Text Mining	Hypohidrosis	DOID:11155	1.5	P57078
JensenLab Text Mining	Dentin sensitivity	DOID:698	2.1	P57789
JensenLab Experiment DistiLD	Rheumatoid arthritis	DOID:7148	1	P58173
JensenLab Text Mining	post-traumatic stress disorder	DOID:2055	1.8	P58173
JensenLab Experiment DistiLD	Atopic dermatitis	DOID:3310	2	P58181
JensenLab Text Mining	Common cold	DOID:10459	2.6	P59533
JensenLab Text Mining	Nicotine dependence	DOID:0050742	1.7	P59533
JensenLab Text Mining	Interstitial nephritis	DOID:1063	1.8	P59537
JensenLab Text Mining	Pelvic inflammatory disease	DOID:1003	1.9	P59540
JensenLab Text Mining	Pelvic inflammatory disease	DOID:1003	1.6	P59544
JensenLab Knowledge UniProtKB-KW	Nonsyndromic deafness	DOID:0050563	4	P60891
JensenLab Knowledge GHR	Arts syndrome	DOID:0050647	5	P60891
JensenLab Knowledge UniProtKB-KW	Retinitis pigmentosa	DOID:10584	4	P60891
JensenLab Knowledge GHR	Charcot-Marie-Tooth disease	DOID:10595	5	P60891
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P60891
JensenLab Knowledge UniProtKB-KW	Neurodegenerative disease	DOID:1289	4	P60891
JensenLab Knowledge UniProtKB-KW	Gout	DOID:13189	4	P60891
JensenLab Knowledge UniProtKB-KW	Neuropathy	DOID:870	4	P60891
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	2.2	P60891
JensenLab Text Mining	Purine nucleoside phosphorylase deficiency	DOID:5813	2	P60891
JensenLab Text Mining	Lesch-Nyhan syndrome	DOID:1919	1.9	P60891
JensenLab Text Mining	Hyperuricemia	DOID:1920	1.8	P60891
JensenLab Text Mining	Megalocornea	DOID:0060305	1.5	P60891
JensenLab Text Mining	Schizophrenia	DOID:5419	1.7	P60893
JensenLab Experiment DistiLD	Heart conduction disease	DOID:10273	2	P61073
JensenLab Experiment DistiLD	Multiple sclerosis	DOID:2377	2	P61073
JensenLab Experiment DistiLD	Paget's disease of bone	DOID:5408	1	P61073
JensenLab Experiment DistiLD	Type 2 diabetes mellitus	DOID:9352	2	P61073
JensenLab Text Mining	Human immunodeficiency virus infectious disease	DOID:526	3.1	P61073
JensenLab Text Mining	Cancer	DOID:162	3	P61073
JensenLab Text Mining	Agammaglobulinemia	DOID:2583	2.2	P61073
JensenLab Text Mining	Myocardial infarction	DOID:5844	2.1	P61073
JensenLab Text Mining	Macroglobulinemia	DOID:9080	2	P61073
JensenLab Text Mining	Dementia	DOID:1307	1.9	P61073
JensenLab Text Mining	Arthritis	DOID:848	1.6	P61073
JensenLab Text Mining	Limb ischemia	DOID:0050852	1.6	P61073
JensenLab Text Mining	Cerebrovascular disease	DOID:6713	1.5	P61073
JensenLab Experiment DistiLD	Heart disease	DOID:114	2	P62508
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P62508
JensenLab Text Mining	Cancer	DOID:162	1.6	P62508
JensenLab Text Mining	Renal oncocytoma	DOID:6245	1.9	P62955
JensenLab Knowledge GHR	Andersen-Tawil syndrome	DOID:0050434	5	P63252
JensenLab Knowledge GHR	Familial atrial fibrillation	DOID:0050650	5	P63252
JensenLab Knowledge GHR	Short QT syndrome	DOID:0050793	5	P63252
JensenLab Knowledge UniProtKB-KW	Long QT syndrome	DOID:2843	4	P63252
JensenLab Text Mining	Hypokalemic periodic paralysis	DOID:14452	2.5	P63252
JensenLab Text Mining	Atrial fibrillation	DOID:0060224	2.2	P63252
JensenLab Text Mining	Hyperkalemic periodic paralysis	DOID:14451	2	P63252
JensenLab Text Mining	Brugada syndrome	DOID:0050451	1.8	P63252
JensenLab Text Mining	Cardiac arrest	DOID:0060319	1.8	P63252
JensenLab Text Mining	Thyrotoxicosis	DOID:7997	1.6	P63252
JensenLab Text Mining	Hypokalemia	DOID:4500	1.5	P63252
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P68400
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	2	P68400
JensenLab Text Mining	Treacher Collins syndrome	DOID:2908	1.5	P68400
JensenLab Text Mining	Angelman syndrome	DOID:1932	2.3	P78348
JensenLab Text Mining	Prader-Willi syndrome	DOID:11983	2.2	P78348
JensenLab Text Mining	Panic disorder	DOID:594	2	P78348
JensenLab Text Mining	Generalized anxiety disorder	DOID:14320	1.5	P78348
JensenLab Experiment DistiLD	Globe disease	DOID:1242	2	P78362
JensenLab Text Mining	Gilles de la Tourette syndrome	DOID:11119	1.7	P78368
JensenLab Text Mining	Follicular adenoma	DOID:6204	1.6	P78368
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	P78508
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	P78508
JensenLab Text Mining	EAST syndrome	DOID:0060484	3.5	P78508
JensenLab Text Mining	Enlarged vestibular aqueduct	DOID:0050332	2.3	P78508
JensenLab Text Mining	Sensorineural hearing loss	DOID:10003	2.2	P78508
JensenLab Text Mining	Eye disease	DOID:5614	1.8	P78508
JensenLab Text Mining	Brain edema	DOID:4724	1.7	P78508
JensenLab Text Mining	Multiple sclerosis	DOID:2377	1.6	P78508
JensenLab Text Mining	Neuromyelitis optica	DOID:8869	1.6	P78508
JensenLab Knowledge UniProtKB-KW	Severe combined immunodeficiency	DOID:627	4	P78527
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	P78527
JensenLab Text Mining	Cancer	DOID:162	2.5	P78527
JensenLab Text Mining	Ataxia telangiectasia	DOID:12704	2.2	P78527
JensenLab Text Mining	Werner syndrome	DOID:5688	1.8	P78527
JensenLab Text Mining	DNA ligase IV deficiency	DOID:0060021	1.5	P78527
JensenLab Experiment DistiLD	Schizophrenia	DOID:5419	1	P80192
JensenLab Text Mining	Meckel syndrome	DOID:0050778	1.7	Q00532
JensenLab Text Mining	Joubert syndrome	DOID:0050777	1.5	Q00532
JensenLab Knowledge UniProtKB-KW	Microcephaly	DOID:10907	4	Q00534
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	2	Q00534
JensenLab Experiment DistiLD	Rheumatoid arthritis	DOID:7148	1	Q00534
JensenLab Text Mining	Cancer	DOID:162	2.8	Q00534
JensenLab Knowledge UniProtKB-KW	Lissencephaly	DOID:0050453	4	Q00535
JensenLab Knowledge UniProtKB-KW	Neurodegenerative disease	DOID:1289	4	Q00535
JensenLab Text Mining	Alzheimer's disease	DOID:10652	3.1	Q00535
JensenLab Text Mining	Toxic encephalopathy	DOID:3602	2.1	Q00535
JensenLab Text Mining	Amyotrophic lateral sclerosis	DOID:332	2.1	Q00535
JensenLab Text Mining	Parkinson's disease	DOID:14330	2	Q00535
JensenLab Text Mining	Cancer	DOID:162	1.8	Q00535
JensenLab Text Mining	Dementia	DOID:1307	1.8	Q00535
JensenLab Text Mining	Brain disease	DOID:936	1.5	Q00535
JensenLab Experiment DistiLD	Acquired metabolic disease	DOID:0060158	1	Q00537
JensenLab Knowledge UniProtKB-KW	Congenital generalized lipodystrophy	DOID:0050585	4	Q00975
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	Q00975
JensenLab Knowledge UniProtKB-KW	Dystonia	DOID:543	4	Q00975
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q00975
JensenLab Text Mining	High pressure neurological syndrome	DOID:3230	1.7	Q00975
JensenLab Text Mining	Krukenberg carcinoma	DOID:9597	1.6	Q00975
JensenLab Text Mining	Pain agnosia	DOID:0060145	1.6	Q00975
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q01118
JensenLab Knowledge UniProtKB-KW	Epilepsy	DOID:1826	4	Q01668
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q01668
JensenLab Experiment DistiLD	Type 2 diabetes mellitus	DOID:9352	1	Q01668
JensenLab Experiment DistiLD	Refractive error	DOID:9835	2	Q01668
JensenLab Text Mining	Conn's syndrome	DOID:12028	2.7	Q01668
JensenLab Text Mining	Hyperaldosteronism	DOID:446	2.1	Q01668
JensenLab Text Mining	Adenoma	DOID:657	2.1	Q01668
JensenLab Text Mining	Hypertension	DOID:10763	1.6	Q01668
JensenLab Text Mining	Parkinson's disease	DOID:14330	1.6	Q01668
JensenLab Text Mining	Atrial fibrillation	DOID:0060224	1.5	Q01668
JensenLab Text Mining	triple-A syndrome	DOID:0050602	2.7	Q01718
JensenLab Text Mining	Cushing's syndrome	DOID:12252	2.2	Q01718
JensenLab Text Mining	Congenital adrenal hyperplasia	DOID:0050811	2	Q01718
JensenLab Text Mining	Adenoma	DOID:657	1.9	Q01718
JensenLab Text Mining	Achalasia	DOID:9164	1.9	Q01718
JensenLab Text Mining	Adrenal adenoma	DOID:656	1.7	Q01718
JensenLab Text Mining	Adrenal rest tumor	DOID:1786	1.6	Q01718
JensenLab Knowledge GHR	Oculocutaneous albinism	DOID:0050632	5	Q01726
JensenLab Text Mining	Melanoma	DOID:1909	3.1	Q01726
JensenLab Text Mining	Skin cancer	DOID:4159	3.1	Q01726
JensenLab Text Mining	Acute contagious conjunctivitis	DOID:11213	2	Q01726
JensenLab Text Mining	Vitiligo	DOID:12306	1.8	Q01726
JensenLab Text Mining	Ocular melanoma	DOID:1752	1.7	Q01726
JensenLab Text Mining	Erythropoietic protoporphyria	DOID:13270	1.6	Q01726
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q01813
JensenLab Experiment DistiLD	Obesity	DOID:9970	1	Q01813
JensenLab Text Mining	Glycogen storage disease	DOID:2747	1.8	Q01813
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q01973
JensenLab Experiment DistiLD	Hemolytic anemia	DOID:583	1	Q01973
JensenLab Knowledge GHR	Robinow syndrome	DOID:0060254	5	Q01974
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q01974
JensenLab Text Mining	Brachydactyly	DOID:0050581	3.1	Q01974
JensenLab Text Mining	Proximal symphalangism	DOID:0050788	2.4	Q01974
JensenLab Text Mining	Syndactyly	DOID:11193	2.1	Q01974
JensenLab Text Mining	tarsal-carpal coalition syndrome	DOID:0050789	2.1	Q01974
JensenLab Experiment DistiLD	Peripheral vascular disease	DOID:341	2	Q02156
JensenLab Text Mining	Malignant hyperthermia	DOID:8545	2	Q02641
JensenLab Text Mining	Hypopituitarism	DOID:9406	2.1	Q02643
JensenLab Text Mining	Pituitary hypoplasia	DOID:7378	2	Q02643
JensenLab Text Mining	Growth hormone secreting pituitary adenoma	DOID:6255	1.6	Q02643
JensenLab Text Mining	Laron syndrome	DOID:9521	1.5	Q02643
JensenLab Knowledge UniProtKB-KW	Cardiomyopathy	DOID:0050700	4	Q02750
JensenLab Knowledge GHR	Cardiofaciocutaneous syndrome	DOID:0060233	5	Q02750
JensenLab Knowledge UniProtKB-KW	Intellectual disability	DOID:1059	4	Q02750
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q02750
JensenLab Text Mining	Cancer	DOID:162	2.8	Q02750
JensenLab Text Mining	Noonan syndrome	DOID:3490	2.6	Q02750
JensenLab Text Mining	Costello syndrome	DOID:0050469	2.5	Q02750
JensenLab Text Mining	Langerhans-cell histiocytosis	DOID:2571	1.9	Q02750
JensenLab Text Mining	LEOPARD syndrome	DOID:14291	1.8	Q02750
JensenLab Text Mining	Vascular disease	DOID:178	1.6	Q02750
JensenLab Knowledge GHR	Multiple cutaneous and mucosal venous malformations	DOID:0050792	5	Q02763
JensenLab Experiment COSMIC	Carcinoma	DOID:305	1	Q02763
JensenLab Text Mining	Vascular disease	DOID:178	2.4	Q02763
JensenLab Text Mining	Cancer	DOID:162	2.4	Q02763
JensenLab Text Mining	Diabetic retinopathy	DOID:8947	1.8	Q02763
JensenLab Text Mining	Diabetes mellitus	DOID:9351	1.6	Q02763
JensenLab Text Mining	Retinopathy of prematurity	DOID:13025	1.6	Q02763
JensenLab Text Mining	Glomangioma	DOID:2436	1.5	Q02763
JensenLab Text Mining	Differentiating neuroblastoma	DOID:4160	1.8	Q02779
JensenLab Knowledge UniProtKB-KW	cone-rod dystrophy	DOID:0050572	4	Q02846
JensenLab Knowledge GHR	Leber congenital amaurosis	DOID:14791	5	Q02846
JensenLab Text Mining	Cone dystrophy	DOID:0050795	2.8	Q02846
JensenLab Text Mining	Fundus dystrophy	DOID:8501	2.7	Q02846
JensenLab Text Mining	Retinal degeneration	DOID:8466	2.6	Q02846
JensenLab Text Mining	Partial central choroid dystrophy	DOID:9822	2.4	Q02846
JensenLab Text Mining	Blindness	DOID:1432	2.4	Q02846
JensenLab Text Mining	Bradyopsia	DOID:0050335	1.6	Q02846
JensenLab Text Mining	Obesity	DOID:9970	1.9	Q03181
JensenLab Text Mining	Metabolic syndrome X	DOID:14221	1.9	Q03181
JensenLab Text Mining	Diabetes mellitus	DOID:9351	1.7	Q03181
JensenLab Text Mining	Cancer	DOID:162	1.6	Q03181
JensenLab Knowledge GHR	Mevalonic aciduria	DOID:0050452	5	Q03426
JensenLab Knowledge UniProtKB-KW	Cataract	DOID:83	4	Q03426
JensenLab Text Mining	Familial Mediterranean fever	DOID:2987	2.6	Q03426
JensenLab Text Mining	Pharyngitis	DOID:2275	2.1	Q03426
JensenLab Text Mining	Aphthous stomatitis	DOID:9663	2.1	Q03426
JensenLab Text Mining	Keratosis	DOID:161	2	Q03426
JensenLab Text Mining	Muckle-Wells syndrome	DOID:0050854	1.8	Q03426
JensenLab Text Mining	Lymphadenitis	DOID:1602	1.7	Q03426
JensenLab Text Mining	Pyoderma gangrenosum	DOID:8553	1.7	Q03426
JensenLab Text Mining	Exanthem	DOID:0050486	1.7	Q03426
JensenLab Text Mining	Methylmalonic acidemia	DOID:14749	1.6	Q03426
JensenLab Text Mining	Brucellosis	DOID:11077	1.6	Q03426
JensenLab Experiment DistiLD	Type 2 diabetes mellitus	DOID:9352	1	Q03431
JensenLab Text Mining	Ollier disease	DOID:4624	3.3	Q03431
JensenLab Text Mining	Maffucci syndrome	DOID:0060221	3.2	Q03431
JensenLab Text Mining	Heart cancer	DOID:117	2.7	Q03431
JensenLab Text Mining	Metaphyseal dysplasia	DOID:0080019	2.5	Q03431
JensenLab Text Mining	Tooth ankylosis	DOID:12661	2.4	Q03431
